userId,eventName,time,product
60,pageVisit,2023-03-01 15:00:20,119.0
60,download,2023-03-01 15:00:30,119.0
60,buy,2023-03-01 15:00:40,119.0
61,launch,2023-03-01 15:05:00,
62,launch,2023-03-01 15:10:00,
62,register,2023-03-01 15:10:10,
63,launch,2023-03-01 15:15:00,
63,register,2023-03-01 15:15:10,
63,pageVisit,2023-03-01 15:15:20,192.0
64,launch,2023-03-01 15:20:00,
64,register,2023-03-01 15:20:10,
65,launch,2023-03-01 15:25:00,
65,register,2023-03-01 15:25:10,
65,pageVisit,2023-03-01 15:25:20,191.0
66,launch,2023-03-01 15:30:00,
67,launch,2023-03-01 15:35:00,
67,register,2023-03-01 15:35:10,
68,launch,2023-03-01 15:40:00,
69,launch,2023-03-01 15:45:00,
69,register,2023-03-01 15:45:10,
69,pageVisit,2023-03-01 15:45:20,185.0
69,download,2023-03-01 15:45:30,185.0
69,buy,2023-03-01 15:45:40,185.0
69,update,2023-03-01 15:45:50,185.0
70,launch,2023-03-01 15:50:00,
71,launch,2023-03-01 15:55:00,
71,register,2023-03-01 15:55:10,
72,launch,2023-03-01 16:00:00,
72,register,2023-03-01 16:00:10,
73,launch,2023-03-01 16:05:00,
73,register,2023-03-01 16:05:10,
74,launch,2023-03-01 16:10:00,
74,register,2023-03-01 16:10:10,
75,launch,2023-03-01 16:15:00,
75,register,2023-03-01 16:15:10,
76,launch,2023-03-01 16:20:00,
77,launch,2023-03-01 16:25:00,
77,register,2023-03-01 16:25:10,
77,pageVisit,2023-03-01 16:25:20,199.0
78,launch,2023-03-01 16:30:00,
78,register,2023-03-01 16:30:10,
79,launch,2023-03-01 16:35:00,
79,register,2023-03-01 16:35:10,
79,pageVisit,2023-03-01 16:35:20,124.0
80,launch,2023-03-01 16:40:00,
80,register,2023-03-01 16:40:10,
80,pageVisit,2023-03-01 16:40:20,122.0
81,launch,2023-03-01 16:45:00,
81,register,2023-03-01 16:45:10,
82,launch,2023-03-01 16:50:00,
83,launch,2023-03-01 16:55:00,
84,launch,2023-03-01 17:00:00,
84,register,2023-03-01 17:00:10,
84,pageVisit,2023-03-01 17:00:20,137.0
85,launch,2023-03-01 17:05:00,
85,register,2023-03-01 17:05:10,
85,pageVisit,2023-03-01 17:05:20,121.0
86,launch,2023-03-01 17:10:00,
86,register,2023-03-01 17:10:10,
87,launch,2023-03-01 17:15:00,
88,launch,2023-03-01 17:20:00,
88,register,2023-03-01 17:20:10,
88,pageVisit,2023-03-01 17:20:20,153.0
88,download,2023-03-01 17:20:30,153.0
89,launch,2023-03-01 17:25:00,
90,launch,2023-03-01 17:30:00,
90,register,2023-03-01 17:30:10,
91,launch,2023-03-01 17:35:00,
91,register,2023-03-01 17:35:10,
91,pageVisit,2023-03-01 17:35:20,166.0
91,download,2023-03-01 17:35:30,166.0
92,launch,2023-03-01 17:40:00,
92,register,2023-03-01 17:40:10,
93,launch,2023-03-01 17:45:00,
94,launch,2023-03-01 17:50:00,
94,register,2023-03-01 17:50:10,
94,pageVisit,2023-03-01 17:50:20,112.0
94,download,2023-03-01 17:50:30,112.0
95,launch,2023-03-01 17:55:00,
96,launch,2023-03-01 18:00:00,
96,register,2023-03-01 18:00:10,
96,pageVisit,2023-03-01 18:00:20,167.0
97,launch,2023-03-01 18:05:00,
97,register,2023-03-01 18:05:10,
97,pageVisit,2023-03-01 18:05:20,133.0
97,download,2023-03-01 18:05:30,133.0
97,buy,2023-03-01 18:05:40,133.0
98,launch,2023-03-01 18:10:00,
99,launch,2023-03-01 18:15:00,
99,register,2023-03-01 18:15:10,
100,launch,2023-03-01 18:20:00,
100,register,2023-03-01 18:20:10,
100,pageVisit,2023-03-01 18:20:20,110.0
100,download,2023-03-01 18:20:30,110.0
101,launch,2023-03-01 18:25:00,
102,launch,2023-03-01 18:30:00,
102,register,2023-03-01 18:30:10,
102,pageVisit,2023-03-01 18:30:20,108.0
102,download,2023-03-01 18:30:30,108.0
103,launch,2023-03-01 18:35:00,
103,register,2023-03-01 18:35:10,
103,pageVisit,2023-03-01 18:35:20,137.0
104,launch,2023-03-01 18:40:00,
104,register,2023-03-01 18:40:10,
104,pageVisit,2023-03-01 18:40:20,183.0
105,launch,2023-03-01 18:45:00,
105,register,2023-03-01 18:45:10,
106,launch,2023-03-01 18:50:00,
107,launch,2023-03-01 18:55:00,
107,register,2023-03-01 18:55:10,
107,pageVisit,2023-03-01 18:55:20,143.0
108,launch,2023-03-01 19:00:00,
108,register,2023-03-01 19:00:10,
108,pageVisit,2023-03-01 19:00:20,119.0
109,launch,2023-03-01 19:05:00,
109,register,2023-03-01 19:05:10,
109,pageVisit,2023-03-01 19:05:20,195.0
110,launch,2023-03-01 19:10:00,
111,launch,2023-03-01 19:15:00,
111,register,2023-03-01 19:15:10,
111,pageVisit,2023-03-01 19:15:20,146.0
112,launch,2023-03-01 19:20:00,
112,register,2023-03-01 19:20:10,
113,launch,2023-03-01 19:25:00,
113,register,2023-03-01 19:25:10,
113,pageVisit,2023-03-01 19:25:20,186.0
113,download,2023-03-01 19:25:30,186.0
114,launch,2023-03-01 19:30:00,
114,register,2023-03-01 19:30:10,
115,launch,2023-03-01 19:35:00,
115,register,2023-03-01 19:35:10,
116,launch,2023-03-01 19:40:00,
116,register,2023-03-01 19:40:10,
117,launch,2023-03-01 19:45:00,
117,register,2023-03-01 19:45:10,
118,launch,2023-03-01 19:50:00,
118,register,2023-03-01 19:50:10,
118,pageVisit,2023-03-01 19:50:20,142.0
118,download,2023-03-01 19:50:30,142.0
119,launch,2023-03-01 19:55:00,
119,register,2023-03-01 19:55:10,
119,pageVisit,2023-03-01 19:55:20,128.0
120,launch,2023-03-01 20:00:00,
120,register,2023-03-01 20:00:10,
121,launch,2023-03-01 20:05:00,
122,launch,2023-03-01 20:10:00,
122,register,2023-03-01 20:10:10,
122,pageVisit,2023-03-01 20:10:20,162.0
122,download,2023-03-01 20:10:30,162.0
122,buy,2023-03-01 20:10:40,162.0
123,launch,2023-03-01 20:15:00,
123,register,2023-03-01 20:15:10,
124,launch,2023-03-01 20:20:00,
124,register,2023-03-01 20:20:10,
125,launch,2023-03-01 20:25:00,
126,launch,2023-03-01 20:30:00,
126,register,2023-03-01 20:30:10,
127,launch,2023-03-01 20:35:00,
127,register,2023-03-01 20:35:10,
128,launch,2023-03-01 20:40:00,
128,register,2023-03-01 20:40:10,
128,pageVisit,2023-03-01 20:40:20,104.0
128,download,2023-03-01 20:40:30,104.0
129,launch,2023-03-01 20:45:00,
129,register,2023-03-01 20:45:10,
130,launch,2023-03-01 20:50:00,
130,register,2023-03-01 20:50:10,
130,pageVisit,2023-03-01 20:50:20,171.0
131,launch,2023-03-01 20:55:00,
132,launch,2023-03-01 21:00:00,
132,register,2023-03-01 21:00:10,
133,launch,2023-03-01 21:05:00,
133,register,2023-03-01 21:05:10,
133,pageVisit,2023-03-01 21:05:20,138.0
133,download,2023-03-01 21:05:30,138.0
133,buy,2023-03-01 21:05:40,138.0
134,launch,2023-03-01 21:10:00,
134,register,2023-03-01 21:10:10,
134,pageVisit,2023-03-01 21:10:20,110.0
135,launch,2023-03-01 21:15:00,
135,register,2023-03-01 21:15:10,
135,pageVisit,2023-03-01 21:15:20,195.0
136,launch,2023-03-01 21:20:00,
136,register,2023-03-01 21:20:10,
137,launch,2023-03-01 21:25:00,
137,register,2023-03-01 21:25:10,
137,pageVisit,2023-03-01 21:25:20,185.0
137,download,2023-03-01 21:25:30,185.0
138,launch,2023-03-01 21:30:00,
139,launch,2023-03-01 21:35:00,
139,register,2023-03-01 21:35:10,
139,pageVisit,2023-03-01 21:35:20,101.0
139,download,2023-03-01 21:35:30,101.0
140,launch,2023-03-01 21:40:00,
140,register,2023-03-01 21:40:10,
140,pageVisit,2023-03-01 21:40:20,165.0
141,launch,2023-03-01 21:45:00,
142,launch,2023-03-01 21:50:00,
142,register,2023-03-01 21:50:10,
143,launch,2023-03-01 21:55:00,
143,register,2023-03-01 21:55:10,
143,pageVisit,2023-03-01 21:55:20,168.0
143,download,2023-03-01 21:55:30,168.0
144,launch,2023-03-01 22:00:00,
144,register,2023-03-01 22:00:10,
145,launch,2023-03-01 22:05:00,
145,register,2023-03-01 22:05:10,
146,launch,2023-03-01 22:10:00,
146,register,2023-03-01 22:10:10,
146,pageVisit,2023-03-01 22:10:20,166.0
147,launch,2023-03-01 22:15:00,
147,register,2023-03-01 22:15:10,
147,pageVisit,2023-03-01 22:15:20,140.0
148,launch,2023-03-01 22:20:00,
148,register,2023-03-01 22:20:10,
149,launch,2023-03-01 22:25:00,
149,register,2023-03-01 22:25:10,
149,pageVisit,2023-03-01 22:25:20,125.0
149,download,2023-03-01 22:25:30,125.0
149,buy,2023-03-01 22:25:40,125.0
149,update,2023-03-01 22:25:50,125.0
150,launch,2023-03-01 22:30:00,
150,register,2023-03-01 22:30:10,
150,pageVisit,2023-03-01 22:30:20,167.0
151,launch,2023-03-01 22:35:00,
151,register,2023-03-01 22:35:10,
152,launch,2023-03-01 22:40:00,
152,register,2023-03-01 22:40:10,
152,pageVisit,2023-03-01 22:40:20,131.0
153,launch,2023-03-01 22:45:00,
154,launch,2023-03-01 22:50:00,
155,launch,2023-03-01 22:55:00,
155,register,2023-03-01 22:55:10,
156,launch,2023-03-01 23:00:00,
156,register,2023-03-01 23:00:10,
157,launch,2023-03-01 23:05:00,
157,register,2023-03-01 23:05:10,
157,pageVisit,2023-03-01 23:05:20,198.0
158,launch,2023-03-01 23:10:00,
158,register,2023-03-01 23:10:10,
159,launch,2023-03-01 23:15:00,
160,launch,2023-03-01 23:20:00,
160,register,2023-03-01 23:20:10,
160,pageVisit,2023-03-01 23:20:20,191.0
161,launch,2023-03-01 23:25:00,
162,launch,2023-03-01 23:30:00,
162,register,2023-03-01 23:30:10,
163,launch,2023-03-01 23:35:00,
163,register,2023-03-01 23:35:10,
163,pageVisit,2023-03-01 23:35:20,108.0
164,launch,2023-03-01 23:40:00,
164,register,2023-03-01 23:40:10,
164,pageVisit,2023-03-01 23:40:20,181.0
165,launch,2023-03-01 23:45:00,
165,register,2023-03-01 23:45:10,
165,pageVisit,2023-03-01 23:45:20,185.0
165,download,2023-03-01 23:45:30,185.0
165,buy,2023-03-01 23:45:40,185.0
166,launch,2023-03-01 23:50:00,
167,launch,2023-03-01 23:55:00,
168,launch,2023-03-02 00:00:00,
168,register,2023-03-02 00:00:10,
168,pageVisit,2023-03-02 00:00:20,167.0
168,download,2023-03-02 00:00:30,167.0
169,launch,2023-03-02 00:05:00,
169,register,2023-03-02 00:05:10,
169,pageVisit,2023-03-02 00:05:20,166.0
169,download,2023-03-02 00:05:30,166.0
170,launch,2023-03-02 00:10:00,
170,register,2023-03-02 00:10:10,
171,launch,2023-03-02 00:15:00,
172,launch,2023-03-02 00:20:00,
172,register,2023-03-02 00:20:10,
173,launch,2023-03-02 00:25:00,
174,launch,2023-03-02 00:30:00,
174,register,2023-03-02 00:30:10,
175,launch,2023-03-02 00:35:00,
175,register,2023-03-02 00:35:10,
175,pageVisit,2023-03-02 00:35:20,180.0
176,launch,2023-03-02 00:40:00,
176,register,2023-03-02 00:40:10,
177,launch,2023-03-02 00:45:00,
177,register,2023-03-02 00:45:10,
177,pageVisit,2023-03-02 00:45:20,191.0
178,launch,2023-03-02 00:50:00,
178,register,2023-03-02 00:50:10,
178,pageVisit,2023-03-02 00:50:20,195.0
179,launch,2023-03-02 00:55:00,
179,register,2023-03-02 00:55:10,
179,pageVisit,2023-03-02 00:55:20,130.0
180,launch,2023-03-02 01:00:00,
180,register,2023-03-02 01:00:10,
180,pageVisit,2023-03-02 01:00:20,165.0
180,download,2023-03-02 01:00:30,165.0
181,launch,2023-03-02 01:05:00,
181,register,2023-03-02 01:05:10,
181,pageVisit,2023-03-02 01:05:20,172.0
181,download,2023-03-02 01:05:30,172.0
181,buy,2023-03-02 01:05:40,172.0
182,launch,2023-03-02 01:10:00,
182,register,2023-03-02 01:10:10,
182,pageVisit,2023-03-02 01:10:20,156.0
183,launch,2023-03-02 01:15:00,
183,register,2023-03-02 01:15:10,
184,launch,2023-03-02 01:20:00,
185,launch,2023-03-02 01:25:00,
185,register,2023-03-02 01:25:10,
186,launch,2023-03-02 01:30:00,
186,register,2023-03-02 01:30:10,
186,pageVisit,2023-03-02 01:30:20,110.0
186,download,2023-03-02 01:30:30,110.0
186,buy,2023-03-02 01:30:40,110.0
187,launch,2023-03-02 01:35:00,
188,launch,2023-03-02 01:40:00,
188,register,2023-03-02 01:40:10,
188,pageVisit,2023-03-02 01:40:20,148.0
188,download,2023-03-02 01:40:30,148.0
189,launch,2023-03-02 01:45:00,
189,register,2023-03-02 01:45:10,
189,pageVisit,2023-03-02 01:45:20,163.0
189,download,2023-03-02 01:45:30,163.0
190,launch,2023-03-02 01:50:00,
191,launch,2023-03-02 01:55:00,
192,launch,2023-03-02 02:00:00,
192,register,2023-03-02 02:00:10,
192,pageVisit,2023-03-02 02:00:20,144.0
192,download,2023-03-02 02:00:30,144.0
193,launch,2023-03-02 02:05:00,
193,register,2023-03-02 02:05:10,
193,pageVisit,2023-03-02 02:05:20,171.0
194,launch,2023-03-02 02:10:00,
195,launch,2023-03-02 02:15:00,
195,register,2023-03-02 02:15:10,
196,launch,2023-03-02 02:20:00,
196,register,2023-03-02 02:20:10,
196,pageVisit,2023-03-02 02:20:20,153.0
197,launch,2023-03-02 02:25:00,
197,register,2023-03-02 02:25:10,
197,pageVisit,2023-03-02 02:25:20,108.0
198,launch,2023-03-02 02:30:00,
198,register,2023-03-02 02:30:10,
199,launch,2023-03-02 02:35:00,
199,register,2023-03-02 02:35:10,
199,pageVisit,2023-03-02 02:35:20,148.0
200,launch,2023-03-02 02:40:00,
200,register,2023-03-02 02:40:10,
201,launch,2023-03-02 02:45:00,
202,launch,2023-03-02 02:50:00,
202,register,2023-03-02 02:50:10,
203,launch,2023-03-02 02:55:00,
203,register,2023-03-02 02:55:10,
204,launch,2023-03-02 03:00:00,
204,register,2023-03-02 03:00:10,
204,pageVisit,2023-03-02 03:00:20,106.0
204,download,2023-03-02 03:00:30,106.0
205,launch,2023-03-02 03:05:00,
205,register,2023-03-02 03:05:10,
205,pageVisit,2023-03-02 03:05:20,174.0
205,download,2023-03-02 03:05:30,174.0
206,launch,2023-03-02 03:10:00,
206,register,2023-03-02 03:10:10,
207,launch,2023-03-02 03:15:00,
207,register,2023-03-02 03:15:10,
208,launch,2023-03-02 03:20:00,
208,register,2023-03-02 03:20:10,
208,pageVisit,2023-03-02 03:20:20,193.0
209,launch,2023-03-02 03:25:00,
209,register,2023-03-02 03:25:10,
210,launch,2023-03-02 03:30:00,
211,launch,2023-03-02 03:35:00,
211,register,2023-03-02 03:35:10,
211,pageVisit,2023-03-02 03:35:20,131.0
212,launch,2023-03-02 03:40:00,
212,register,2023-03-02 03:40:10,
212,pageVisit,2023-03-02 03:40:20,198.0
212,download,2023-03-02 03:40:30,198.0
212,buy,2023-03-02 03:40:40,198.0
213,launch,2023-03-02 03:45:00,
213,register,2023-03-02 03:45:10,
213,pageVisit,2023-03-02 03:45:20,188.0
214,launch,2023-03-02 03:50:00,
214,register,2023-03-02 03:50:10,
214,pageVisit,2023-03-02 03:50:20,180.0
215,launch,2023-03-02 03:55:00,
215,register,2023-03-02 03:55:10,
216,launch,2023-03-02 04:00:00,
217,launch,2023-03-02 04:05:00,
217,register,2023-03-02 04:05:10,
217,pageVisit,2023-03-02 04:05:20,145.0
217,download,2023-03-02 04:05:30,145.0
217,buy,2023-03-02 04:05:40,145.0
218,launch,2023-03-02 04:10:00,
218,register,2023-03-02 04:10:10,
218,pageVisit,2023-03-02 04:10:20,171.0
219,launch,2023-03-02 04:15:00,
220,launch,2023-03-02 04:20:00,
220,register,2023-03-02 04:20:10,
221,launch,2023-03-02 04:25:00,
221,register,2023-03-02 04:25:10,
221,pageVisit,2023-03-02 04:25:20,175.0
222,launch,2023-03-02 04:30:00,
222,register,2023-03-02 04:30:10,
223,launch,2023-03-02 04:35:00,
223,register,2023-03-02 04:35:10,
223,pageVisit,2023-03-02 04:35:20,115.0
223,download,2023-03-02 04:35:30,115.0
224,launch,2023-03-02 04:40:00,
224,register,2023-03-02 04:40:10,
225,launch,2023-03-02 04:45:00,
226,launch,2023-03-02 04:50:00,
227,launch,2023-03-02 04:55:00,
227,register,2023-03-02 04:55:10,
228,launch,2023-03-02 05:00:00,
228,register,2023-03-02 05:00:10,
229,launch,2023-03-02 05:05:00,
229,register,2023-03-02 05:05:10,
230,launch,2023-03-02 05:10:00,
230,register,2023-03-02 05:10:10,
230,pageVisit,2023-03-02 05:10:20,123.0
230,download,2023-03-02 05:10:30,123.0
230,buy,2023-03-02 05:10:40,123.0
231,launch,2023-03-02 05:15:00,
231,register,2023-03-02 05:15:10,
232,launch,2023-03-02 05:20:00,
232,register,2023-03-02 05:20:10,
232,pageVisit,2023-03-02 05:20:20,138.0
232,download,2023-03-02 05:20:30,138.0
233,launch,2023-03-02 05:25:00,
234,launch,2023-03-02 05:30:00,
234,register,2023-03-02 05:30:10,
235,launch,2023-03-02 05:35:00,
235,register,2023-03-02 05:35:10,
236,launch,2023-03-02 05:40:00,
236,register,2023-03-02 05:40:10,
237,launch,2023-03-02 05:45:00,
237,register,2023-03-02 05:45:10,
237,pageVisit,2023-03-02 05:45:20,191.0
238,launch,2023-03-02 05:50:00,
238,register,2023-03-02 05:50:10,
238,pageVisit,2023-03-02 05:50:20,185.0
239,launch,2023-03-02 05:55:00,
239,register,2023-03-02 05:55:10,
239,pageVisit,2023-03-02 05:55:20,110.0
240,launch,2023-03-02 06:00:00,
240,register,2023-03-02 06:00:10,
241,launch,2023-03-02 06:05:00,
241,register,2023-03-02 06:05:10,
242,launch,2023-03-02 06:10:00,
242,register,2023-03-02 06:10:10,
242,pageVisit,2023-03-02 06:10:20,140.0
243,launch,2023-03-02 06:15:00,
243,register,2023-03-02 06:15:10,
244,launch,2023-03-02 06:20:00,
245,launch,2023-03-02 06:25:00,
245,register,2023-03-02 06:25:10,
246,launch,2023-03-02 06:30:00,
246,register,2023-03-02 06:30:10,
246,pageVisit,2023-03-02 06:30:20,130.0
246,download,2023-03-02 06:30:30,130.0
247,launch,2023-03-02 06:35:00,
248,launch,2023-03-02 06:40:00,
248,register,2023-03-02 06:40:10,
248,pageVisit,2023-03-02 06:40:20,183.0
249,launch,2023-03-02 06:45:00,
250,launch,2023-03-02 06:50:00,
250,register,2023-03-02 06:50:10,
250,pageVisit,2023-03-02 06:50:20,157.0
251,launch,2023-03-02 06:55:00,
252,launch,2023-03-02 07:00:00,
252,register,2023-03-02 07:00:10,
252,pageVisit,2023-03-02 07:00:20,122.0
253,launch,2023-03-02 07:05:00,
253,register,2023-03-02 07:05:10,
253,pageVisit,2023-03-02 07:05:20,199.0
253,download,2023-03-02 07:05:30,199.0
254,launch,2023-03-02 07:10:00,
255,launch,2023-03-02 07:15:00,
255,register,2023-03-02 07:15:10,
255,pageVisit,2023-03-02 07:15:20,170.0
256,launch,2023-03-02 07:20:00,
257,launch,2023-03-02 07:25:00,
257,register,2023-03-02 07:25:10,
257,pageVisit,2023-03-02 07:25:20,125.0
257,download,2023-03-02 07:25:30,125.0
258,launch,2023-03-02 07:30:00,
258,register,2023-03-02 07:30:10,
259,launch,2023-03-02 07:35:00,
260,launch,2023-03-02 07:40:00,
261,launch,2023-03-02 07:45:00,
261,register,2023-03-02 07:45:10,
261,pageVisit,2023-03-02 07:45:20,119.0
262,launch,2023-03-02 07:50:00,
262,register,2023-03-02 07:50:10,
262,pageVisit,2023-03-02 07:50:20,158.0
263,launch,2023-03-02 07:55:00,
263,register,2023-03-02 07:55:10,
263,pageVisit,2023-03-02 07:55:20,181.0
263,download,2023-03-02 07:55:30,181.0
264,launch,2023-03-02 08:00:00,
264,register,2023-03-02 08:00:10,
264,pageVisit,2023-03-02 08:00:20,195.0
264,download,2023-03-02 08:00:30,195.0
265,launch,2023-03-02 08:05:00,
266,launch,2023-03-02 08:10:00,
266,register,2023-03-02 08:10:10,
266,pageVisit,2023-03-02 08:10:20,153.0
267,launch,2023-03-02 08:15:00,
267,register,2023-03-02 08:15:10,
268,launch,2023-03-02 08:20:00,
269,launch,2023-03-02 08:25:00,
269,register,2023-03-02 08:25:10,
269,pageVisit,2023-03-02 08:25:20,192.0
269,download,2023-03-02 08:25:30,192.0
269,buy,2023-03-02 08:25:40,192.0
270,launch,2023-03-02 08:30:00,
270,register,2023-03-02 08:30:10,
271,launch,2023-03-02 08:35:00,
272,launch,2023-03-02 08:40:00,
273,launch,2023-03-02 08:45:00,
273,register,2023-03-02 08:45:10,
274,launch,2023-03-02 08:50:00,
274,register,2023-03-02 08:50:10,
275,launch,2023-03-02 08:55:00,
275,register,2023-03-02 08:55:10,
276,launch,2023-03-02 09:00:00,
276,register,2023-03-02 09:00:10,
277,launch,2023-03-02 09:05:00,
277,register,2023-03-02 09:05:10,
277,pageVisit,2023-03-02 09:05:20,168.0
277,download,2023-03-02 09:05:30,168.0
278,launch,2023-03-02 09:10:00,
278,register,2023-03-02 09:10:10,
278,pageVisit,2023-03-02 09:10:20,148.0
279,launch,2023-03-02 09:15:00,
279,register,2023-03-02 09:15:10,
280,launch,2023-03-02 09:20:00,
280,register,2023-03-02 09:20:10,
281,launch,2023-03-02 09:25:00,
282,launch,2023-03-02 09:30:00,
282,register,2023-03-02 09:30:10,
